epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
25,0.8856520056724548,0.8662803769111633,0.25785818696022034,0.8249834179878235,0.911929726600647,0.4440919756889343,0.5769462585449219,0.9243625998497009,0.41746723651885986,0.93359375
26,0.8926872611045837,0.8730214834213257,0.2412048727273941,0.8404062986373901,0.9082702994346619,0.41950833797454834,0.578097939491272,1.1618218421936035,0.4100572466850281,0.9794921875
27,0.8932818174362183,0.8742850422859192,0.24681131541728973,0.8381826281547546,0.9136374592781067,0.5257731676101685,0.5704023241996765,0.7624506950378418,0.45113635063171387,0.775390625
28,0.8951644897460938,0.8753827810287476,0.2497321218252182,0.8462764620780945,0.9065625667572021,0.4321966767311096,0.5416132807731628,0.9528635144233704,0.4028571546077728,0.826171875
29,0.9135949015617371,0.8987224102020264,0.20597878098487854,0.8576812148094177,0.9438887238502502,0.5670102834701538,0.1482059359550476,0.8212341070175171,0.3682170510292053,0.0927734375
30,0.896353542804718,0.876095712184906,0.23757587373256683,0.8514851331710815,0.90217125415802,0.44607454538345337,0.5843499302864075,0.9173000454902649,0.4201968312263489,0.958984375
31,0.9013079404830933,0.8837264180183411,0.22932001948356628,0.8473248481750488,0.9233959317207336,0.452418714761734,0.5900861024856567,1.0308518409729004,0.42388060688972473,0.970703125
32,0.9151803255081177,0.9001865983009338,0.20254796743392944,0.8621845245361328,0.9416930675506592,0.46708962321281433,0.5902438759803772,0.9331614375114441,0.42907801270484924,0.9453125
33,0.9097304940223694,0.8933130502700806,0.20764784514904022,0.8590090274810791,0.9304708242416382,0.45876288414001465,0.5874886512756348,0.8943032026290894,0.42538294196128845,0.94921875
34,0.9046769738197327,0.8880875110626221,0.2262323796749115,0.8487880825996399,0.9312027096748352,0.4286280870437622,0.5814696550369263,0.993709146976471,0.41380736231803894,0.9775390625
35,0.8971462249755859,0.878908097743988,0.24196209013462067,0.8421640992164612,0.9190046191215515,0.5146709084510803,0.6018217206001282,0.7951553463935852,0.45121949911117554,0.9033203125
36,0.9145858287811279,0.8988736867904663,0.19657956063747406,0.8657627105712891,0.9346181750297546,0.47026169300079346,0.5953967571258545,0.9773769378662109,0.43151888251304626,0.9599609375
37,0.9131985902786255,0.8966249227523804,0.2115713655948639,0.8683428764343262,0.9268113970756531,0.4797779619693756,0.6026650667190552,0.9215565919876099,0.4367866516113281,0.9716796875
38,0.917558491230011,0.9025761485099792,0.19224198162555695,0.8678225874900818,0.9402292966842651,0.46352100372314453,0.598158597946167,0.978058397769928,0.4297908544540405,0.9833984375
39,0.9052715301513672,0.8886559009552002,0.21301980316638947,0.8502340316772461,0.9307147860527039,0.5872323513031006,0.5685867667198181,0.677474319934845,0.4938804805278778,0.669921875
40,0.9123067855834961,0.8962607383728027,0.2073078602552414,0.8625902533531189,0.9326664805412292,0.4964314103126526,0.5905866622924805,0.8492698669433594,0.4408084750175476,0.89453125
41,0.9254855513572693,0.9121495485305786,0.1851561963558197,0.8751401305198669,0.9524274468421936,0.5559080243110657,0.5450853109359741,0.7373526692390442,0.4666202962398529,0.6552734375
42,0.9228101372718811,0.9083205461502075,0.1886933147907257,0.8774442672729492,0.9414491057395935,0.5463917255401611,0.6000000238418579,0.7289481163024902,0.4673202633857727,0.837890625
43,0.9202338457107544,0.9049474596977234,0.18981289863586426,0.876887857913971,0.9348621368408203,0.5015860199928284,0.5855588316917419,0.785659670829773,0.44201093912124634,0.8671875
44,0.927566409111023,0.9130486249923706,0.17848525941371918,0.8909006714820862,0.9363259077072144,0.5039650797843933,0.5950145721435547,0.7966367602348328,0.4450363218784332,0.8974609375
45,0.9225128889083862,0.9078047275543213,0.19132496416568756,0.8783937692642212,0.9392534494400024,0.4964314103126526,0.5983554720878601,0.8315842747688293,0.44246959686279297,0.923828125
46,0.9273682236671448,0.9131001234054565,0.18504080176353455,0.8881457448005676,0.9394974112510681,0.45400476455688477,0.5876011252403259,1.0293456315994263,0.4237580895423889,0.9580078125
47,0.9316290020942688,0.918651282787323,0.16827569901943207,0.8888888955116272,0.9504757523536682,0.47383028268814087,0.595796525478363,0.8952127695083618,0.4329349398612976,0.955078125
48,0.9404478669166565,0.9289178252220154,0.14338871836662292,0.9015151262283325,0.9580385684967041,0.5229976177215576,0.5878725647926331,0.8022212386131287,0.4527704417705536,0.837890625
49,0.9362861514091492,0.9230769276618958,0.1583731323480606,0.905633807182312,0.9412051439285278,0.48651862144470215,0.5944252610206604,0.9798917174339294,0.4375288188457489,0.9267578125
50,0.9413396716117859,0.9295573830604553,0.14875160157680511,0.9073171019554138,0.952915370464325,0.588818371295929,0.5723711252212524,1.031764268875122,0.49536046385765076,0.677734375
51,0.9328180551528931,0.919208824634552,0.16416838765144348,0.898439347743988,0.9409611821174622,0.5364789962768555,0.603325366973877,0.7618290781974792,0.4622984826564789,0.8681640625
52,0.9354934692382812,0.9228215217590332,0.17723648250102997,0.8976014852523804,0.9494999051094055,0.4801744520664215,0.58235102891922,0.9014390110969543,0.43215128779411316,0.892578125
53,0.9406460523605347,0.928665041923523,0.14715617895126343,0.9071661233901978,0.9512076377868652,0.5368754863739014,0.5916083455085754,0.7758726477622986,0.46078431606292725,0.826171875
